,videoId,publishedAt,title,tags,duration,viewCount,likeCount,commentCount
286,udZSF8ASlpQ,2022-05-12T11:06:21Z,The rabona 🤩 ∙ The reaction 😱 #shorts,"['rabona', 'reaction', 'rabona goal', 'Lamela rabona', 'Lamela rabona goal', 'skills', 'football skills', 'soccer skills', 'funny reaction', 'football reaction', 'soccer reaction', 'reacts', 'Tottenham Hotspur', 'Tottenham', 'Spurs', 'Arsenal', 'North London derby', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'goal', 'PL']",PT12S,621787,26748,123
287,sU7FxbgVouQ,2022-05-11T15:02:43Z,Martinelli reacts to his STUNNING Premier League goal for Arsenal | Uncut,"['gabriel martinelli', 'martinelli', 'gabriel martinelli arsenal', 'premier league', 'martinelli goal vs watford', 'martinelli goal', 'gabriel martinelli goal watford', 'premier league uncut', 'FIFA 22', 'FIFA', 'gabriel martinelli interview', 'gabriel martinelli goal', 'aubameyang arsenal goals', 'mesut ozil', 'mesut ozil arsenal assists']",PT6M33S,168228,6398,297
288,yQ8Dcp7NZs0,2022-05-10T15:23:01Z,"Premier League Managers’ First & Last Goals | Past & Present | Gerrard, Arteta & more!","['Steven Gerrard', 'Gerrard', 'Liverpool', 'Mikel Arteta', 'Arteta', 'Arsenal', 'Frank Lampard', 'Lampard', 'Premier League', 'epl', 'first and last goals', 'first goal', 'last goal', 'Premier League goals', 'epl goals', 'Manchester United', 'Man United', 'Ole Gunnar Solskjaer', 'Solskjaer', 'Ole Gunnar Solskjær', 'Solskjær', 'Mikel Arteta Arsenal', 'Arteta Arsenal', 'Gareth Southgate', 'Premier League highlights', 'epl highlights', 'goals', 'goal', 'managers', 'football managers', 'football', 'soccer', 'Prem', 'Liverpool goals', 'Manchester United goals']",PT10M48S,300304,4132,188
289,25hCufTkIbY,2022-05-09T11:02:26Z,When the IMPOSSIBLE becomes possible #shorts,"['impossible', 'impossible becomes possible', 'when the impossible becomes possible', 'double bicycle kick goal', 'double bicycle kick', 'double overhead kick', 'double overhead kick goal', 'bicycle kick', 'bicycle kick goal', 'overhead kick', 'overhead kick goal', 'Premier League', 'epl', 'football', 'soccer', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'Premier League shorts', 'epl shorts', 'goal', 'Prem']",PT8S,118679,3776,37
290,ShdDxNfas_s,2022-05-08T11:00:23Z,"BEST Premier League Saves | Foster, Alisson, De Gea & more | April","['Ben Foster', 'Alisson Becker', 'Liverpool', 'David de Gea', 'Manchester United', 'Edouard Mendy', 'Chelsea', 'Hugo Lloris', 'Foster', 'cycling GK', 'GK', 'goalkeepers', 'saves', 'best saves', 'goalkeeper saves', 'best goalkeepers', 'Alisson', 'Becker', 'de Gea', 'Man United', 'Man Utd', 'Mendy', 'Mendy Chelsea', 'Lloris', 'Premier League', 'epl', 'epl saves', 'PL', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'Premier League saves', 'best', 'Alisson saves', 'David de Gea saves', 'de Gea saves', 'Ben Foster saves', 'Prem']",PT3M53S,163216,3200,110
291,FXPIiB27hWw,2022-05-07T09:00:12Z,UNSTOPPABLE Cristiano Ronaldo Free Kick | Best Premier League Goals | April,"['goals', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'best goals', 'football goals', 'soccer goals', 'Cristiano Ronaldo', 'Cristiano', 'Ronaldo', 'Manchester United', 'Granit Xhaka', 'Arsenal', 'Antonio Rudiger', 'Chelsea', 'Manchester City', 'Man United', 'Man Utd', 'Man City', 'Manchester United goals', 'Man City goals', 'Arsenal goals best goals', 'April', 'best Premier League goals', 'best epl goals', 'goal of the month', 'Ronaldo free kick', 'free kick']",PT6M12S,85286,2212,120
292,WQfhac8Trng,2022-05-06T15:01:23Z,"Goalkeeper saves that DEFY LOGIC! | Premier League | Pickford, De Gea, Ederson & more","['goalkeeper saves', 'saves', 'goalkeepers', 'best goalkeepers', 'best saves', 'best goalkeeper saves', 'defy logic', 'defying logic', 'logic', 'how', 'Premier League', 'epl', 'Premier League saves', 'epl saves', 'best Premier League saves', 'best epl saves', 'football', 'soccer', 'football saves', 'soccer saves', 'best football saves', 'best soccer saves', 'David de Gea', 'Manchester United', 'Ederson', 'Manchester City', 'Aaron Ramsdale', 'Arsenal', 'Ben Foster', 'Courtois', 'Chelsea', 'cycling GK', 'GK', 'de Gea', 'Man City', 'Man United', 'Man Utd', 'PL']",PT12M1S,3102385,28279,981
293,XWzGDCnFDno,2022-05-03T11:00:15Z,Scoring a HEADER from the edge of the box! #shorts,"['Liverpool', 'Luis Suarez', 'Suarez', 'header', 'header goal', 'edge of the box', 'outside the box', 'long range header', 'Luis Suarez header', 'Suarez header', 'Luis Suarez goal', 'Suarez goal', 'Liverpool goal', 'Luis Suarez Liverpool', 'Suarez Liverpool', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'Prem']",PT9S,6766588,123973,236
294,bpiRgN9IgXs,2022-05-01T08:00:13Z,When Lampard scored against Chelsea #shorts,"['Frank Lampard', 'Lampard', 'Chelsea', 'Manchester City', 'Man City', 'Everton', 'manager', 'goal', 'Frank Lampard Chelsea', 'Lampard Chelsea', 'Frank Lampard goal', 'Lampard goal', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'PL', 'Frank Lampard Everton', 'Lampard Everton', 'Manchester City goal', 'Man City goal']",PT17S,430155,11894,133
295,2fAd8e1C8C4,2022-04-29T11:03:15Z,BEST Man City & Liverpool players for Premier League run-in? | FPL Show,"['Man City', 'Liverpool', 'Manchester City', 'Harry Kane', 'Son Heung-min', 'Aston Villa', 'Kane', 'Son', 'Heung-min', 'Premier League', 'epl', 'Gabriel Jesus', 'Diogo Jota', 'Mohamed Salah', 'Kevin De Bruyne', 'Luis Diaz', 'Sadio Mane', 'Raheem Sterling', 'FPL', 'FPL Show', 'FPL Gameweek 35', 'FPL GW35', 'Fantasy Premier League GW35', 'Gameweek 35', 'GW35', 'football', 'soccer', 'Premier League goals', 'fantasy Premier League', 'epl goals', 'epl highlights', 'Premier League highlights', 'fantasy', 'fantasy football', 'fantasy soccer', 'Prem', 'Coutinho']",PT51M14S,24575,606,50
296,TZR66o13C20,2022-04-28T11:02:39Z,Never let them know your next move #shorts,"['Never let them know your next move', 'Never let ‘em know your next move', 'Eric Bailly skill vs Chelsea', 'Bailly skill vs Chelsea', 'Manchester United', 'Man United', 'Man Utd', 'Manchester Utd', 'Chelsea', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'skills', 'football skills', 'soccer skills', 'Prem']",PT9S,23091976,378213,900
297,lYO5b2Pg458,2022-04-27T11:31:51Z,Firmino x Coutinho celebration #shorts,"['Liverpool', 'Roberto Firmino', 'Philippe Coutinho', 'celebration', 'celebrating', 'celebrate', 'dancing', 'dance celebration', 'dancing celebration', 'Firmino', 'Coutinho', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'PL', 'Roberto Firmino Philippe Coutinho', 'Firmino Coutinho', 'Liverpool short', 'Liverpool shorts']",PT30S,159182,5680,15
298,zlZ_BF4zeec,2022-04-26T16:01:08Z,Will anyone match Man City’s 106 goals? | Premier League Milestones,"['Manchester City', 'Liverpool', 'Manchester United', 'Arsenal', 'Man City', 'Man United', 'Man Utd', 'Manchester Utd', 'goals', 'Premier League', 'epl', 'Prem', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'clubs', 'football clubs', 'soccer clubs', 'football', 'soccer', 'highest-scoring', 'highest-scoring clubs', 'most goals', 'best goals', 'Manchester City goals', 'Liverpool goals', 'Manchester United goals', 'Arsenal goals', 'milestones', 'records', 'football records', 'soccer records', 'football milestones']",PT20M30S,60440,1073,53
299,SmDf5RHCbP0,2022-04-24T08:00:10Z,Unlucky! Klopp reacts to missed shot #shorts,"['Jurgen Klopp', 'Jürgen Klopp', 'Klopp', 'Liverpool', 'Everton', 'unlucky', 'Lucas Leiva', 'Lucas', 'Leiva', 'Jürgen Klopp reaction', 'Jurgen Klopp reaction', 'Klopp reaction', 'funny', 'funny reaction', 'reacts', 'Jürgen Klopp reacts', 'Jurgen Klopp reacts', 'Klopp reacts', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts']",PT24S,2221279,61937,124
300,IcXsARzspmA,2022-04-22T17:00:12Z,Who makes YOUR Premier League Team of the Season? Ft. Thogden & FIFA Analyst | FIFA 22 TOTS 21/22,"['fifa 22', 'fut', 'ultimate team', 'fifa 22 ultimate team', 'premier league', 'bpl', 'prem', 'team of the season', 'tots', 'manchester city', 'liverpool', 'mcfc', 'lfc', 'manchester united', 'mufc', 'man city', 'man utd', 'man united', 'wolves', 'west ham united', 'whufc', 'tottenham hotspur', 'spurs', 'thfc', 'arsenal', 'arsenal fc', 'liverpool fc', 'uncut', 'fifa 22 uncut', 'tots uncut', 'kevin de bruyne', 'kdb', 'mohamed salah', 'diogo jota', 'harry kane', 'jota', 'kane', 'virgil van dijk', 'ederson', 'alisson', 'trent alexander-arnold', 'trent', 'bowen', 'matip', 'cancelo']",PT19M,193287,5446,878
301,0nxx1w0jeUc,2022-04-21T15:10:51Z,10 AMAZING Arsenal vs Manchester United Goals | Premier League,"['Manchester United', 'Man United', 'Man Utd', 'Manchester Utd', 'Arsenal', 'Arsenal vs Manchester United', 'Arsenal v Manchester United', 'Manchester United Arsenal', 'Premier League', 'epl', 'Prem', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'Manchester United goals', 'Arsenal goals', 'Manchester United highlights', 'Arsenal highlights', 'goals', 'highlights', 'Wayne Rooney', 'Thierry Henry', 'Patrick Vieira', 'top 10', '10', 'top 10 goals', 'football', 'soccer', 'Rooney', 'Arsenal Manchester United']",PT6M30S,58423,1830,74
302,DeQr7_gcrLc,2022-04-20T11:03:50Z,"When you fall, pass 5 Chelsea players & score! #shorts","['when you fall', 'pass 5 players & score', 'Arsenal', 'Chelsea', 'Theo Walcott', 'goal', 'Theo Walcott goal', 'Theo Walcott Chelsea', 'cheeky goal', 'cheeky', 'Walcott', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'Prem', 'Arsenal goal', 'Arsenal vs Chelsea', 'Chelsea vs Arsenal', 'Arsenal short', 'Chelsea short']",PT11S,2309933,57119,234
303,BgwmVQQiEaI,2022-04-19T11:45:02Z,Genius vision & Man Utd counter attack #shorts,"['genius', 'genius vision', 'vision', 'assists', 'assist', 'Manchester United', 'Man Utd', 'Manchester Utd', 'Man United', 'Liverpool', 'counter attack', 'counter', 'counter-attack', 'team goal', 'teamgoal', 'teamwork', 'team work', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'Liverpool shorts', 'Manchester United shorts']",PT20S,7230188,124307,606
304,4ovFIMM4w_Y,2022-04-18T11:00:04Z,Legendary Midfield Partnerships | Premier League | Alonso + Gerrard & more!,"['midfielders', 'best midfielders', 'Xabi Alonso', 'Steven Gerrard', 'Liverpool', 'Roy Keane', 'Paul Scholes', 'Manchester United', 'Essien', 'Frank Lampard', 'Chelsea', 'Yaya Toure', 'Fernandinho', 'Manchester City', 'Patrick Vieira', 'Arsenal', 'Premier League', 'epl', 'PL', 'Prem', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'partnerships', 'duos', 'best partnerships', 'football partnerships', 'soccer partnerships', 'Gerrard', 'Keane', 'Scholes', 'Man United', 'Lampard', 'Man City', 'legendary', 'legends', 'football', 'soccer']",PT8M38S,29356,1050,51
305,tTZyx0ImiCQ,2022-04-18T08:00:15Z,Crazy long shot but even better save #shorts,"['Liverpool', 'Manchester United', 'Man United', 'Man Utd', 'Manchester Utd', 'Man U', 'Philippe Coutinho', 'David de Gea', 'Coutinho', 'de Gea', 'Coutinho shot', 'David de Gea save', 'de Gea save', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'amazing save', 'Liverpool shorts', 'Manchester United shorts']",PT9S,204687,7320,25
306,AvfM-8Sv7vg,2022-04-17T11:01:37Z,Liverpool vs Manchester United | The Premier League's fiercest rivalry?,"['Liverpool vs Manchester United', 'Liverpool', 'Manchester United', 'Liverpool Manchester United', 'Liverpool vs United', 'Liverpool v Manchester United', 'Man United', 'Man Utd', 'Manchester Utd', 'Jurgen Klopp', 'Ralf Rangnick', 'Mohamed Salah', 'Cristiano Ronaldo', 'Cristiano', 'Ronaldo', 'Mo Salah', 'Salah', 'Klopp', 'Jürgen Klopp', 'Wayne Rooney', 'Rooney', 'Derby Days', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'Liverpool highlights', 'Manchester United highlights']",PT8M6S,72987,2382,200
307,R-ChXWqSUZ4,2022-04-17T08:31:02Z,When a goalkeeper SCORES after 13 seconds #shorts,"['goalkeeper scores', 'goalkeeper scoring', 'goalkeeper goal', 'goalkeeper scoring a goal', 'goalkeeper scoring goal', 'keeper scoring a goal', 'keeper scoring goal', '13 seconds', 'fast goal', 'fastest goal', 'longest goal', 'longest goals', 'goalkeeper', 'best goalkeepers', 'saves', 'goalkeeper saves', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts']",PT16S,13775038,246755,795
308,7dm6sU0U_Xs,2022-04-14T11:02:15Z,Team goal ends with AMAZING bicycle kick #shorts,"['team goal', 'team move', 'bicycle kick', 'bicycle kick goal', 'overhead kick', 'overhead kick goal', 'Sébastien Haller', 'Sebastien Haller', 'Haller', 'Sébastien Haller goal', 'Sebastien Haller goal', 'Haller goal', 'West Ham', 'West Ham United', 'West Ham goal', 'West Ham team goal', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'amazing goal', 'PL']",PT31S,579634,23717,57
309,CIE-cFwUAzI,2022-04-13T11:15:20Z,UNSTOPPABLE Kevin De Bruyne pass #shorts,"['Kevin De Bruyne', 'De Bruyne', 'Kevin De Bruyne pass', 'De Bruyne pass', 'Kevin De Bruyne assist', 'De Bruyne assist', 'assist better than the goal', 'Man City', 'Manchester City', 'Kevin De Bruyne Man City', 'De Bruyne Man City', 'Man City goal', 'Manchester City goal', 'Gabriel Jesus', 'Raheem Sterling', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'epl shorts', 'assist']",PT14S,6905879,151870,325
310,a6UqLL1bKl0,2022-04-12T11:02:04Z,STUNNING Chelsea team goal #shorts,"['team goal', 'teamgoal', 'teamwork', 'team work', 'Chelsea', 'Chelsea team goal', 'Willian', 'Eden Hazard', 'Michy Batshuayi', 'Hazard', 'Batshuayi', 'football', 'soccer', 'Premier League', 'epl', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'Premier League shorts', 'Premier League goals', 'Premier League highlights', 'epl highlights', 'tiktok', 'Premier League short', 'epl short', 'epl shorts', 'goals', 'best team goal', 'best teamgoal', 'best team work', 'best teamwork', 'Chelsea goal', 'Premier League team goal', 'epl team goal', 'goal']",PT15S,3050825,78858,236
311,6ECXYie3qGM,2022-04-11T16:02:54Z,Fine… I’ll do it myself | Defenders scoring CRAZY goals | Premier League,"['Fine… I’ll do it myself', 'fine I’ll do it myself', 'I’ll do it myself', 'defenders scoring goals', 'defenders scoring', 'best defender goals', 'best goals', 'goals', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'defender goals', 'best defenders', 'defenders', 'Antonio Rudiger', 'Chelsea', 'Vincent Kompany', 'Manchester City', 'Liverpool', 'Arsenal', 'Manchester United', 'Kyle Walker', 'amazing goals', 'crazy', 'crazy goals', 'long goals', 'long range goals']",PT15M31S,3418152,41244,1288
312,elo0Sre4JzE,2022-04-11T12:56:48Z,Ederson & a goal line clearance 😬 #shorts,"['Ederson', 'Man City', 'Manchester City', 'Manchester United', 'Man United', 'Man Utd', 'Liverpool', 'goal line clearance', 'Ederson goal line clearance', 'Ederson Man City', 'Ederson Manchester City', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'Ederson clearance', 'Ederson saves', 'Ederson save', 'Prem']",PT13S,11518696,137093,339
313,-EbxCGlLP4s,2022-04-10T08:00:00Z,Andrew Robertson press vs Man City #shorts,"['Liverpool', 'Man City', 'Manchester City', 'Premier League', 'Man City vs Liverpool', 'Man City v Liverpool', 'Man City Liverpool', 'Manchester City vs Liverpool', 'Manchester City v Liverpool', 'Manchester City Liverpool', 'Andrew Robertson', 'Robertson', 'press', 'Andrew Robertson press', 'Robertson press', 'Jurgen Klopp', 'Klopp', 'Pep Guardiola', 'Guardiola', 'Mohamed Salah', 'Sadio Mané', 'Ederson', 'football', 'soccer', 'football team goal', 'soccer team goal', 'Liverpool goal', 'Man City goal', 'Premier League goals', 'epl goals']",PT17S,1746298,49486,431
314,diJyxvv1rfU,2022-04-09T08:00:11Z,INCREDIBLE goal line clearance v Liverpool #shorts,"['Man City', 'Manchester City', 'Liverpool', 'Premier League', 'Man City vs Liverpool', 'Man City v Liverpool', 'Man City Liverpool', 'Manchester City vs Liverpool', 'Manchester City v Liverpool', 'goal line clearance', 'goalline clearance', 'clearance', 'John Stones', 'Stones', 'John Stones goal line clearance', 'Jurgen Klopp', 'Klopp', 'Pep Guardiola', 'Guardiola', 'Mohamed Salah', 'Sadio Mané', 'Ederson', 'football', 'soccer', 'football team goal', 'soccer team goal', 'Liverpool goal', 'Man City goal', 'Premier League goals', 'epl goals']",PT22S,16066310,287519,902
315,qitOInkuV3M,2022-04-07T11:01:59Z,Liverpool team goal vs Man City #shorts,"['Liverpool', 'Man City', 'Manchester City', 'Premier League', 'Man City vs Liverpool', 'Man City v Liverpool', 'Man City Liverpool', 'Manchester City vs Liverpool', 'Manchester City v Liverpool', 'Manchester City Liverpool', 'team goal', 'Liverpool team goal', 'Man City team goal', 'Firmino', 'Jurgen Klopp', 'Klopp', 'Pep Guardiola', 'Guardiola', 'Mohamed Salah', 'Kevin De Bruyne', 'Sadio Mané', 'Luis Díaz', 'football', 'soccer', 'football team goal', 'soccer team goal', 'Liverpool goal', 'Man City goal', 'Premier League goals', 'epl', 'PL']",PT46S,59821155,1518731,2795
316,LfqBSPkKt1Y,2022-04-05T11:16:39Z,Kevin De Bruyne vision #shorts,"['Kevin De Bruyne', 'De Bruyne', 'Man City', 'Manchester City', 'assist', 'vision', 'genius vision', 'Kevin De Bruyne vision', 'De Bruyne vision', 'Kevin De Bruyne assist', 'De Bruyne assist', 'Kevin De Bruyne assists', 'De Bruyne assists', 'Premier League', 'epl', 'PL', 'Prem', 'goal', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'assists']",PT8S,6730671,169321,1143
317,nE1jmkMFChk,2022-04-04T15:02:28Z,"Club LEGENDS’ First & Last Premier League Goals | Steven Gerrard, Sergio Aguero & more!","['Premier League', 'epl', 'PL', 'Sergio Agüero', 'Agüero', 'Sergio Aguero', 'Aguero', 'Man City', 'Manchester City', 'Premier League goals', 'epl goals', 'legends', 'football legends', 'football icons', 'Premier League highlights', 'epl highlights', 'Steven Gerrard', 'Gerrard', 'Liverpool', 'Arsenal', 'Paul Scholes', 'Manchester United', 'Gianfranco Zola', 'Chelsea', 'football', 'soccer', 'first goal', 'last goal', 'Sergio Aguero Man City', 'Aguero Man City', 'legend', 'football legend', 'soccer legend', 'Steven Gerrard Liverpool', 'Gerrard Liverpool']",PT7M53S,43933,1479,51
318,yEUshCZEzwE,2022-04-04T11:27:45Z,Arsenal counter attack & team goal #shorts,"['Arsenal team goal', 'team goal', 'Arsenal', 'counter attack', 'counter-attack', 'Arsenal counter attack', 'Premier League', 'epl', 'PL', 'Prem', 'goal', 'football', 'soccer', 'goals', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'Arsenal goal', 'Crystal Palace', 'scorpion', 'scorpion kick', 'scorpion kick goal', 'Olivier Giroud', 'Giroud', 'Olivier Giroud scorpion kick']",PT16S,33494091,506554,1092
319,MnF-jbPiphA,2022-04-03T08:00:06Z,That’s not the ball 🤣 #shorts,"['that’s not the ball', 'not the ball', 'ball', 'football', 'Adrian', 'Liverpool', 'West Ham', 'Tottenham', 'Spurs', 'Adrian Kouyate head', 'Adrian catches Kouyate head', 'goalkeeper', 'save', 'GK', 'best saves', 'saves', 'funny', 'comedy', 'football funny', 'soccer funny', 'football funnies', 'soccer funnies', 'soccer', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'Prem', 'PL', 'not']",PT6S,185483,3785,17
320,XuOOEBSxqeI,2022-04-02T06:00:13Z,Skilful Salah & Liverpool team goal #shorts,"['Mohamed Salah', 'Salah', 'Mo Salah', 'Liverpool', 'Alisson Becker', 'Trent Alexander-Arnold', 'Sadio Mane', 'Divock Origi', 'Alisson', 'Becker', 'Trent', 'Alexander-Arnold', 'TAA', 'Mane', 'team goal', 'Liverpool team goal', 'counter attack', 'counter-attack', 'Liverpool goal', 'Liverpool goals', 'football', 'soccer', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', 'team', 'goal']",PT17S,33265890,258165,282
321,spKPXSQLIdg,2022-03-29T11:04:38Z,N'Golo Kante sent him SPINNING 😳 #shorts,"[""N'Golo Kanté"", 'Kanté', ""N'Golo Kante"", 'Kante', 'Chelsea', 'spinning', 'sent spinning', 'skill', 'football skill', 'soccer skill', 'funny', 'football funny', 'soccer funny', 'football', 'soccer', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts', ""N'Golo Kante Chelsea"", 'Kante Chelsea', 'football funnies', 'soccer funnies', 'football skills', 'soccer skills', 'skills', 'PL']",PT15S,126375,3937,25
322,qy1lFqASwBQ,2022-03-28T15:01:42Z,Saka makes Arsenal history! ● Ronaldo ROCKET ● BEST Premier League goals ● March,"['Bukayo Saka', 'Arsenal', 'Cristiano Ronaldo', 'Manchester United', 'Philippe Coutinho', 'Kai Havertz', 'Chelsea', 'Ruben Neves', 'Man United', 'Man Utd', 'Man U', 'Manchester Utd', 'Luis Diaz', 'Liverpool', 'Cristiano', 'Ronaldo', 'Cristiano Ronaldo goals', 'Ronaldo goals', 'Cristiano Ronaldo Tottenham goal', 'Ronaldo Tottenham goal', 'Tottenham', 'Spurs', 'goal', 'goals', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'best goals', 'football goals', 'soccer goals', 'PL']",PT5M12S,256903,4379,141
323,6U15XbUK5KA,2022-03-28T11:03:56Z,Cristiano Ronaldo x Wayne Rooney #shorts,"['Cristiano Ronaldo', 'Wayne Rooney', 'Manchester United', 'Premier League', 'Cristiano', 'Ronaldo', 'Rooney', 'CR7', 'Man Utd', 'Man United', 'Manchester Utd', 'Man U', 'Cristiano Ronaldo Manchester United', 'Ronaldo Manchester United', 'Cristiano Ronaldo Man United', 'skills', 'football skills', 'football', 'soccer', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'soccer shorts', 'football shorts', 'tiktok', 'Premier League short', 'epl short', 'Premier League shorts', 'epl shorts']",PT8S,1014490,20303,173
324,HwniQUBuT3k,2022-03-27T20:13:02Z,ePremier League 2021/22 FINALS | PS5 & Xbox | FIFA 22,"['final', 'finals', 'FIFA', 'FIFA 22', 'ePL', 'Premier League', 'ePremier League', 'e Premier League', 'FIFA tournament', 'Premier League FIFA', 'Chelsea', 'Liverpool', 'PS5', 'Xbox', 'PlayStation', 'football', 'soccer', 'Brentford', 'Aston Villa', 'Crystal Palace', 'Leeds', 'Everton', 'Norwich', 'Tekkz', 'Ollelito', 'Czohino', 'zohino', 'Sam Brewster', 'Stingrayjnr', 'Jack Sharp', 'Jack Wignall', 'GoalPoacher', 'Kyle Rowley', 'Oscar Keeley', 'Ethan Higgins', 'EthxnH', 'Jacob Benskin', 'MHaywxrd', 'Mitchell Hayward', 'Olle Arbin', 'Jas Singh', 'Callum Moore', 'Diogo Mendes', 'Diogo', 'PL']",PT9H25M36S,162006,2827,21
