,videoId,publishedAt,title,tags,duration,viewCount,likeCount,commentCount
84,SO5wIIrq5kU,2023-02-21T16:02:37Z,Unexpected goals you will have to watch twice! | Premier League,"['unexpected goals you will have to watch twice', 'unexpected moments you will have to watch twice', 'must watch twice', 'unexpected goals', 'shocking goals', 'how?', 'how', 'goals you must watch twice to believe', 'watch twice', 'twice', 'Premier League', 'epl', 'football', 'soccer', 'goals', 'highlights', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'Harry Kane', 'Tottenham', '2 players bicycle kick', 'two players bicycle kick', 'Peter Crouch', 'Arsenal', 'Newcastle', 'football goals', 'soccer goals', 'goal']",PT8M24S,220206,3290,194
85,PgVvqQjnabc,2023-02-20T16:00:22Z,"""Come on... It's ME!"" How does Alexander Isak compare to Premier League Swedish greats? | Uncut","['alexander isak', 'alexander isak newcastle', 'alexander isak newcastle united', 'alexander isak goals', 'alexander isak newcastle goal', 'alexander isak highlights', 'alexander isak interview', 'isak newcastle', 'isak goal', 'newcastle', 'newcastle united', 'zlatan ibrahimovic', 'zlatan imbrahimovic man utd', 'zlatan ibrahimovic goal man utd', 'dejan kulusevsky', 'dejan kulusevky spurs', 'freddie ljungberg', 'freddie ljungberg arsenal', 'premier league', 'premier league uncut', 'uncut', 'pl uncut', 'football', 'soccer']",PT5M51S,179023,3764,262
86,8wKE2RXGR-I,2023-02-19T09:00:08Z,An IMMEDIATE reply vs Man Utd #shorts,"['Jamie Vardy', 'Leicester', 'Manchester United', 'Man United', 'goal', 'Jamie Vardy goal', 'Vardy goal', 'Leicester goal', 'Leicester goals', 'Leicester highlights', 'Manchester United highlights', 'Man United highlight', 'goals', 'highlight', 'kick-off goal', 'kick-off', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short', 'Prem', 'PL']",PT18S,4596446,125836,278
87,DubMJa7qUcI,2023-02-16T13:57:45Z,INCOMING! 💥 #shorts,"['Manchester United', 'Man United', 'Man Utd', 'Fellaini', 'Liverpool', 'funny', 'football funny', 'soccer funny', 'funnies', 'football funnies', 'soccer funnies', 'comedy', 'comedy football', 'comedy soccer', 'goal', 'highlights', 'Manchester United highlights', 'Man United highlights', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT8S,6438960,105487,451
88,a-XSO7hsavI,2023-02-15T11:32:31Z,Arsenal defence to attack vs Man City #shorts,"['Arsenal', 'Arsenal goal', 'Man City', 'Manchester City', 'Bukayo Saka', 'team goal', 'Arsenal team goal', 'highlights', 'Arsenal highlights', 'Man City highlights', 'Arsenal vs Man City', 'Arsenal Man City', 'Man City vs Arsenal', 'Man City Arsenal', 'defence to attack', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT22S,8281812,237333,528
89,e1-9WkdRPwA,2023-02-12T09:00:21Z,Shot or cross? ⚽️ Leeds vs Man Utd #shorts,"['shot or cross', 'Leeds vs Man Utd', 'Leeds vs Man United', 'Leeds vs Manchester United', 'Manchester United', 'Man United', 'Man Utd', 'Leeds', 'Rodrigo', 'highlights', 'Leeds v Man Utd highlights', 'Leeds vs Man United highlights', 'Leeds vs Manchester United highlights', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT12S,14876180,349274,1482
90,JEXScf9UvV0,2023-02-11T09:00:12Z,How did he score from there?! #shorts,"['How did he score from there', 'How did he score from there?!', 'how', 'how?', 'shot or cross', 'shot', 'long shot', 'cross', 'did he mean it?', 'crosscumshot', 'cross cum shot', 'cross-cum-shot', 'Chelsea', 'West Ham', 'Arthur Masuaku', 'tight angle', 'Chelsea highlights', 'highlights', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT7S,9523469,181274,961
91,-SuR0xhBTa4,2023-02-08T16:01:20Z,When you assist WITHOUT touching the ball | Premier League,"['When you assist WITHOUT touching the ball', 'assisting without touching the ball', 'assist', 'assists', 'best assists', 'assist king', 'assist kings', 'Manchester United', 'Man United', 'Cristiano Ronaldo', 'Gary Neville', 'Cristiano', 'Ronaldo', 'Neville', 'assist without touching the ball', 'football', 'soccer', 'funny football', 'funny soccer', 'comedy', 'comedy moments', 'comedy football', 'comedy soccer', 'Premier League', 'epl', 'Prem', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'goals', 'highlights']",PT5M15S,394857,4279,150
92,p13ZuzsOr14,2023-02-06T16:01:25Z,Harry Kane’s BEST Premier League goals!,"['Harry Kane', 'Harry Kane goals', 'best Harry Kane goals', 'Kane', 'Kane goals', 'best Kane goals', 'Premier League', 'epl', 'PL', 'Prem', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'goals', 'highlights', 'best goals', 'best', 'Tottenham Hotspur', 'Tottenham', 'Spurs', 'Tottenham goals', 'Spurs goals', 'Tottenham highlights', 'Spurs highlights', 'Harry Kane Tottenham', 'Harry Kane Spurs', 'Kane Tottenham', 'Kane Spurs', 'football', 'soccer', '200', '200 goals', '200 Premier League goals', 'Alan Shearer', 'Shearer']",PT12M48S,283584,5811,309
93,Ssk9-UEdlJE,2023-02-03T17:01:47Z,5 minutes of Dimitar Berbatov being a BALLER | Premier League,"['Dimitar Berbatov', 'Berbatov', 'baller', 'Manchester United', 'Man United', 'Man Utd', 'goals', 'skills', 'assists', 'highlights', 'Manchester United goals', 'Manchester United highlights', 'Man United goals', 'Man United highlights', 'Premier League', 'epl', 'PL', 'Premier League goals', 'Premier League highlights', 'epl goals', 'epl highlights', 'best goals', 'best skills', 'highlight reel', 'Berbatov goals', 'Tottenham', 'Dimitar Berbatov Manchester United', 'Berbatov Manchester United', 'football', 'soccer', 'football skills', 'soccer skills']",PT5M1S,696946,9519,712
94,4ti_i9fd_0I,2023-02-01T16:03:07Z,When Eden Hazard was UNSTOPPABLE! | Premier League | Sunderland 3-4 Chelsea,"['Eden Hazard', 'Hazard', 'When Eden Hazard was UNSTOPPABLE', 'unstoppable', 'Chelsea', 'Eden Hazard Chelsea', 'Hazard Chelsea', 'Eden Hazard goals', 'Hazard goals', 'Eden Hazard assists', 'Hazard assists', 'Eden Hazard dribbles', 'Hazard dribbles', 'masterclass', 'Premier League', 'epl', 'Prem', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'goals', 'highlights', 'football', 'soccer', 'Sunderland 3-4 Chelsea', 'Chelsea goals', 'Chelsea highlights', 'Eden Hazard masterclass', 'Hazard masterclass', 'Sunderland']",PT6M14S,312677,10375,483
95,nKBNMWLo1Tk,2023-01-27T16:01:00Z,10 of the best LATE MATCH-WINNING GOALS! | Premier League edition,"['late match-winning goals', 'late goals', 'goals', 'best goals', 'match-winning goals', 'match winning goals', 'late match winning goals', 'top 10', '10', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'Alisson Becker', 'Alisson', 'Federico Macheda', 'Wayne Rooney', 'Didier Drogba', 'Gareth Bale', 'Sergio Aguero', 'Rooney', 'Bale', 'Aguero', 'Man City', 'Manchester City', 'Arsenal', 'Manchester United', 'Liverpool', 'Chelsea', 'Spurs', 'Man United', 'last minute goals', 'last minute', 'Prem']",PT7M30S,263578,5197,219
96,SFmD15MSYbU,2023-01-27T12:21:03Z,Messi or Ronaldo 🤔 | Jack Grealish answers,"['Lionel Messi or Cristiano Ronaldo', 'Messi or Ronaldo', 'Lionel Messi', 'Leo Messi', 'Messi', 'Cristiano', 'Ronaldo', 'Jack Grealish', 'Man City', 'Manchester City', 'this or that', 'this or that?', 'Batman', 'Superman', 'pizza', 'pasta', 'questions', 'assist', 'score', 'Stormzy', 'Dave', 'Instagram', 'TikTok', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT45S,4021396,208275,2533
97,KKZN2vaxxxE,2023-01-23T16:01:30Z,WHAT A GOAL! 10 best bicycle kick goals | Premier League edition,"['goals', 'best goals', 'football goals', 'soccer goals', 'bicycle goals', 'bicycle kick goals', 'overhead goals', 'scissor kick goals', 'scissor kicks', 'acrobatic goals', 'acrobatic', 'football', 'soccer', 'Premier League goals', 'Premier League highlights', 'highlights', 'epl goals', 'epl highlights', 'what a goal', 'what a goal!', 'Peter Crouch', 'Sébastien Haller', 'Danny Ings', 'Dimitar Berbatov', 'Emre Can', 'Wayne Rooney', 'Manchester United', 'Man City', 'Liverpool', 'Chelsea', 'Man United', 'Manchester City', 'Crouch', 'Haller', 'Rooney']",PT5M10S,296709,4280,225
98,PCgEsjm2L5Q,2023-01-21T09:01:00Z,Robertson taking on the entire Chelsea team!,"['Liverpool', 'Chelsea', 'Andrew Robertson', 'Robertson', 'taking on the entire team', 'running', 'sprinting', 'fastest', 'fastest footballers', 'dribbling', 'fast footballers', 'pace', 'Liverpool vs Chelsea', 'Liverpool Chelsea', 'highlights', 'Liverpool highlights', 'Chelsea highlights', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT9S,5008762,58369,229
99,n1TNvFmepDM,2023-01-20T16:07:30Z,10 ICONIC Arsenal vs Manchester United Moments | Premier League,"['Arsenal vs Manchester United', 'Arsenal vs Man United', 'Arsenal Manchester United', 'Arsenal Man United', 'Arsenal', 'Manchester United', 'Man United', 'Arsenal goals', 'Arsenal highlights', 'Manchester United goals', 'Man United goals', 'Manchester United highlights', 'Man United highlights', 'goals', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'Arsene Wenger', 'Roy Keane vs Patrick Vieira', 'Keane vs Vieira', 'Roy Keane', 'Patrick Vieira', 'football', 'soccer', 'PL']",PT9M35S,453706,7636,490
100,iXzknjqMQRc,2023-01-17T16:01:18Z,When David de Gea made 14 saves in 1 match! | Arsenal vs Manchester United | Premier League,"['Manchester United', 'Man United', 'Man Utd', 'David de Gea', 'de Gea', 'Arsenal', 'Arsenal vs Manchester United', 'Arsenal vs Man Utd', 'saves', 'goalkeeper saves', 'best saves', 'best goalkeeper saves', 'Manchester United saves', 'Man United saves', 'David de Gea saves', 'de Gea saves', 'best David de Gea saves', 'best de Gea saves', '14 saves in 1 match', 'Premier League', 'epl', 'Premier League saves', 'epl saves', 'goals', 'highlights', 'Manchester United highlights', 'Man United highlights', 'Arsenal highlights', 'GK', 'GK saves']",PT4M22S,315396,9892,381
101,uj5KrmOJYqs,2023-01-15T09:01:01Z,Harry Kane finishes swift Spurs move v Arsenal,"['Harry Kane', 'Spurs', 'Arsenal', 'Tottenham', 'Tottenham Hotspur', 'Spurs goal', 'Tottenham goal', 'goals', 'highlights', 'Harry Kane goal', 'Spurs vs Arsenal', 'Tottenham vs Arsenal', 'Spurs vs Arsenal highlights', 'Tottenham vs Arsenal highlights', 'Spurs vs Arsenal goals', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short', 'PL']",PT19S,48816786,813886,1740
102,h1Rt1rZNy2w,2023-01-13T21:07:42Z,Wonderful Weghorst skill & assist vs Man Utd,"['Wout Weghorst', 'Weghorst', 'Manchester United', 'Man Utd', 'Man United', 'Wout Weghorst Manchester United', 'Weghorst Manchester United', 'Wout Weghorst goals', 'Weghorst goals', 'Wout Weghorst highlights', 'Weghorst highlights', 'Weghorst assist', 'goals', 'highlights', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT10S,13055536,234627,1175
103,f1TTZ_bKVuA,2023-01-11T13:40:57Z,Foden & Mahrez Playing Jenga #shorts,"['Man City', 'Phil Foden', 'Riyad Mahrez', 'Manchester City', 'Foden', 'Mahrez', 'Phil Foden Man City', 'Riyad Mahrez Man City', 'Man City goals', 'Man City highlights', 'Manchester City goals', 'Manchester City highlights', 'Mahrez Man City', 'Foden Man City', 'Jenga', 'funny', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT51S,924876,53478,219
104,g19wGa-dTq4,2023-01-10T14:16:11Z,10 BEST Gareth Bale Goals | Premier League,"['Gareth Bale', 'Bale', 'best Gareth Bale goals', 'best Bale goals', 'Gareth Bale goals', 'Bale goals', 'goals', 'best goals', 'highlights', 'Premier League', 'epl', 'Prem', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'Tottenham', 'Spurs', 'Tottenham Hotspur', 'Gareth Bale Premier League', 'Gareth Bale epl', 'Gareth Bale Premier League goals', 'Gareth Bale epl goals', 'Manchester United', 'Chelsea', 'Man City', 'Manchester City', 'Sunderland', 'West Ham', 'Man United', 'Man Utd', 'football', 'soccer', '2012/13']",PT5M38S,644495,13476,498
105,ZS9I3NUiI1I,2023-01-10T10:26:52Z,Incredible technique from Gareth Bale #shorts,"['Gareth Bale', 'Bale', 'volley', 'Gareth Bale volley', 'Bale volley', 'Gareth Bale goal vs Stoke', 'Bale goal vs Stoke', 'Gareth Bale volley vs Stoke', 'Bale volley vs Stoke', 'Gareth Bale goal', 'Bale goal', 'best Gareth Bale goals', 'best Bale goals', 'goals', 'highlights', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT8S,1097513,20661,56
106,7dcwAz8zb3Q,2023-01-09T16:33:01Z,Goals SO GOOD the goalkeepers DO NOT MOVE! | Premier League,"['Goals so good the goalkeepers do not move!', 'when the goalkeeper doesn’t move', 'goalkeeper stands still', 'GK', 'goalkeeper', 'goals', 'highlights', 'Premier League goals', 'Premier League highlights', 'epl goals', 'epl highlights', 'best goalkeepers', 'save', 'saves', 'goalkeeper saves', 'best goalkeeper saves', 'Man City', 'Arsenal', 'Wayne Rooney', 'Manchester United', 'Liverpool', 'Manchester City', 'Man United', 'Man Utd', 'goalkeeper doesn’t move', 'football', 'soccer', 'amazing goals', 'long range goals', 'long goals', 'long shots', 'PL']",PT7M55S,1469853,18349,530
107,RNF6s0viLwQ,2023-01-06T16:01:00Z,"Football captains scoring SCREAMERS! | Premier League | Kompany, Keane, Gerrard & more!","['captains', 'captain', 'football captain', 'soccer captain', 'football captains', 'soccer captains', 'screamers', 'long range goals', 'long goals', 'long shots', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'goals', 'highlights', 'best goals', 'amazing goals', 'Vincent Kompany', 'Man City', 'Roy Keane', 'Manchester United', 'Steven Gerrard', 'Liverpool', 'Manchester City', 'Man United', 'Kompany', 'Keane', 'Gerrard', 'best long goals', 'best long range goals', 'PL', 'Prem']",PT6M17S,305165,4185,180
108,Sz4fzD_a4Z8,2023-01-05T12:05:08Z,The only way to stop Kevin De Bruyne #shorts,"['Kevin De Bruyne', 'De Bruyne', 'Man City', 'Manchester City', 'Chelsea', 'Chelsea vs Man City', 'Man City vs Chelsea', 'Chelsea Man City', 'Man City Chelsea', 'funny', 'football funny', 'soccer funny', 'comedy football', 'comedy soccer', 'the only way to stop De Bruyne', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT9S,10519915,270948,1609
109,ZLYc2bKvgf8,2023-01-03T16:01:00Z,"BEST Premier League goals of 2022 ft. Son Heung-min, Cristiano Ronaldo & more!","['best goals', 'best goals from 2022', 'best goals of 2022', '2022 best goals', 'football', 'soccer', 'best football goals', 'best soccer goals', 'football 2022', 'soccer 2022', '2022 goals', 'goals', 'highlights', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', '2022', '2022 moments', 'Son Heung-min', 'Cristiano Ronaldo', 'Manchester United', 'Miguel Almiron', 'Erling Haaland', 'Man City', 'Mohamed Salah', 'Liverpool', 'Nketiah', 'Arsenal', 'Ronaldo', 'Man United', 'Manchester City', 'CR7']",PT16M36S,575928,11610,366
110,WwD5gPXoukA,2022-12-31T10:01:00Z,"Most SPECTACULAR skills of 2022 | Premier League | Salah, Son, Antony, Zaha & more!","['skills', 'football skills', 'soccer skills', 'most spectacular skills', 'spectacular skills', 'best skills', 'skilful', 'most skilful player', 'most skilful players', '2022', 'Premier League', 'epl', 'PL', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'goals', 'highlights', 'Premier League skills', 'Mohamed Salah', 'Liverpool', 'Son Heung-min', 'Tottenham', 'Antony', 'Manchester United', 'Zaha', 'Man United', 'Man Utd', 'Mo Salah', 'Salah', 'Son', 'Heung-min', '2022 skills', 'moments', 'best moments 2022', 'tekkers', 'tricks']",PT12M48S,200739,3456,105
111,tUpgoQBiEfg,2022-12-23T16:00:33Z,BEST Boxing Day Matches ft. Man Utd 4-3 Newcastle & Man City 6-3 Leicester | Premier League,"['Boxing Day', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'Premier League highlights', 'Premier League matches', 'epl goals', 'epl highlights', 'goals', 'highlights', 'Premier League Boxing Day', 'Arsenal', 'Manchester United', 'Newcastle', 'Manchester City', 'Man City', 'Chelsea', 'Chelsea 4-4 Aston Villa', 'Manchester City 6-3 Leicester City', 'Man City 6-3 Leicester', 'Manchester United 4-3 Newcastle', 'Arsenal highlights', 'Manchester United highlights', 'Man City highlights', 'Chelsea highlights', 'matches']",PT12M59S,168049,2500,55
112,-U6DSOmeM3s,2022-12-22T16:01:00Z,Reacting to the MOST ICONIC Premier League celebrations with Jesse Lingard 🕺 | Uncut,"['jesse lingard', 'j lingz', 'lingard forest', 'jesse lingard goals', 'jesse lingard interview', 'nottingham forest', 'forest', 'man utd', 'manchester united', 'west ham united', 'whufc', 'nffc', 'best celebrations', 'iconic celebrations', 'celebrate', 'celebrations', 'premier league celebrations', 'robot', 'crouch robot', 'peter crouch', 'daniel sturridge', 'sturridge', 'sturridge celebration', 'crouch celebration', 'obafemi martins', 'obafemi celebration', 'uncut', 'epl', 'pl', 'premier league', 'football', 'soccer']",PT8M3S,164639,4650,142
113,x45N8Ar-0hA,2022-12-22T12:02:26Z,When you’re an assist king 😳 Would you cross?,"['assist king', 'Mesut Ozil', 'cross or shoot', 'shoot or cross', 'shoot', 'cross', 'assist', 'Ozil', 'Mesut Özil', 'Özil', 'Arsenal', 'Mesut Ozil Arsenal', 'Ozil Arsenal', 'pass', 'Mesut Ozil pass', 'Ozil pass', 'Mesut Ozil assist', 'Mesut Ozil vision', 'Ozil assist', 'Ozil vision', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short', 'Prem']",PT10S,20659890,262582,1256
114,0rGjDgnVXsU,2022-12-21T16:01:26Z,Jurgen Klopp & Liverpool STUNNED as Aston Villa win 7-2! | Premier League,"['Jurgen Klopp', 'Liverpool', 'Aston Villa', 'Aston Villa 7-2 Liverpool', 'Liverpool goals', 'Liverpool highlights', 'Aston Villa goals', 'Aston Villa highlights', 'goals', 'highlights', 'Premier League', 'epl', 'PL', 'Prem', 'Premier League goals', 'Premier League highlights', 'epl goals', 'epl highlights', 'Mohamed Salah', 'Jack Grealish', 'Mo Salah', 'Salah', 'Grealish', '7-2', 'football', 'soccer', 'upset', 'football upset', 'soccer upset', 'biggest upset', 'Klopp', 'shock result', 'stunned', 'Villa', 'Aston Villa vs Liverpool', 'Aston Villa Liverpool', 'win']",PT4M49S,755410,6281,247
115,lYofo_nHOzY,2022-12-20T10:00:20Z,The Premier League Is Back! - Lethal Bizzle (Official Video),"['Premier League', 'epl', 'Premier League is back', 'Premier League song', 'Premier League track', 'epl song', 'epl track', 'Lethal Bizzle', 'Lethal', 'Bizzle', 'Lethal B', 'Lethal Bizzle Premier League', 'Lethal Bizzle Premier League is back', 'Lethal Bizzle song', 'Lethal Bizzle track', 'World Cup', 'World Cup 2022', '2022 World Cup', '2022', '2022 song', 'football song', 'soccer song', 'football', 'soccer', 'highlights', 'Premier League goals', 'Premier League highlights', 'epl goals', 'epl highlights', '2022/23', 'Premier League 2022/23']",PT1M8S,111368,4594,292
116,VslsjdF6AzQ,2022-12-16T13:04:55Z,Hugo Lloris DENIES Man City wondergoal #shorts,"['France', 'Hugo Lloris', 'Lloris', 'Man City', 'Manchester City', 'Tottenham', 'Spurs', 'save', 'wonder goal', 'amazing save', 'Hugo Lloris save', 'Lloris save', 'denied', 'brilliant save', 'best save', 'best saves', 'goalkeeper', 'goalkeeper saves', 'best goalkeepers', 'goalkeepers', 'saves', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT13S,1918527,52227,109
117,Q202s8g3Log,2022-12-15T16:00:18Z,AMAZING goals & saves from World Cup winners | Premier League,"['World Cup', 'World Cup 2022', '2022 World Cup', 'World Cup winners', 'World Cup goals', 'World Cup highlights', 'goals', 'highlights', 'saves', 'Premier League', 'Argentina', 'France', 'football', 'soccer', ""N'Golo Kante"", 'Chelsea', 'Paul Pogba', 'Manchester United', 'Hugo Lloris', 'Tottenham', 'Olivier Giroud', 'Arsenal', 'Kante', 'Pogba', 'Lloris', 'Giroud', 'Man United', 'Man Utd', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'amazing goals', 'Brazil', 'Germany', 'Italy', 'Premier League World Cup winners', 'best saves']",PT8M53S,57967,1394,79
118,-FDfjzST4E0,2022-12-15T12:04:18Z,Zlatan & Mourinho hug after Lingard solo goal,"['Zlatan Ibrahimovic', 'Zlatan', 'Ibrahimovic', 'Jose Mourinho', 'Mourinho', 'Jesse Lingard', 'Lingard', 'Manchester United', 'Man United', 'Man Utd', 'solo goal', 'Jesse Lingard goal', 'Lingard goal', 'counter-attack', 'Manchester United goal', 'Man United goal', 'goal', 'highlights', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT17S,10326552,252784,460
119,Rdx1VoCScQI,2022-12-13T13:07:00Z,Alvarez gave the goalkeeper NO CHANCE! #shorts,"['Julian Alvarez', 'Alvarez', 'Argentina', 'Man City', 'Manchester City', 'goalkeeper', 'powerful', 'powerful goal', 'goal', 'highlights', 'Julian Alvarez goal', 'Alvarez goal', 'Argentina goal', 'Man City goal', 'Manchester City goal', 'World Cup', '2022 World Cup', 'World Cup 2022', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT6S,2234599,74826,298
120,r6b8XLTf70E,2022-12-13T12:04:34Z,Genius vision from Mateo Kovacic #shorts,"['Mateo Kovacic', 'Kovacic', 'Croatia', 'Chelsea', 'genius vision', 'assist', 'Romelu Lukaku', 'Lukaku', 'Mateo Kovacic assist', 'Kovacic assist', 'Kovacic Chelsea', 'World Cup', 'World Cup 2022', '2022 World Cup', 'Croatia World Cup', 'Mateo Kovacic Croatia', 'Kovacic Croatia', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short', 'PL']",PT12S,2158975,64359,279
121,z4oQwiEgftI,2022-12-12T12:05:37Z,So smooth from Emi Martinez #shorts,"['Emiliano Martinez', 'Emi Martinez', 'Martinez', 'Argentina', 'Argentina goalkeeper', 'goalkeeper', 'Emiliano Martinez save', 'Emi Martinez save', 'Martinez save', 'heading', 'headers', 'ball juggling', 'juggling', 'smooth', 'so smooth', 'World Cup', '2022 World Cup', 'World Cup 2022', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short']",PT6S,20624399,661122,1716
122,bjTth377MzI,2022-12-10T12:00:30Z,BEAUTIFUL Paul Pogba pass! #shorts,"['Paul Pogba', 'Paul Pogba pass', 'Pogba', 'beautiful pass', 'France', 'Manchester United', 'Man United', 'Marcus Rashford', 'Rashford', 'World Cup', '2022 World Cup', 'World Cup 2022', 'long pass', 'satisfying pass', 'Pogba pass to Rashford', 'football pass', 'soccer pass', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short', 'PL']",PT6S,3885192,58139,167
123,2NK6eOnUnmk,2022-12-10T11:00:02Z,Kyle Walker’s SPEEDY goal line clearance #shorts,"['speed', 'speedy', 'pace', 'Kyle Walker', 'Walker', 'England', 'Man City', 'Manchester City', 'Chelsea', 'goal line clearance', 'Kyle Walker goal line clearance', 'Kyle Walker speed', 'Kyle Walker pace', 'the art of defending', 'fast footballers', 'fastest footballers', 'football', 'soccer', 'Premier League', 'epl', 'Premier League goals', 'epl goals', 'Premier League highlights', 'epl highlights', 'short', 'shorts', '#shorts', 'TikTok', 'football TikTok', 'soccer TikTok', 'football shorts', 'soccer shorts', 'football short', 'soccer short', 'PL', 'defending']",PT11S,7648323,207950,436
